B_mean,G_mean,R_mean
116.15100549768519,108.68088493441358,49.64718364197531
100.40054446373456,110.78885223765432,50.92009548611111
122.08168113425926,109.46496817129629,45.40999855324074
120.54830439814815,107.65808400848765,43.5984056712963
115.11048562885803,115.45092785493827,45.607576195987654
120.35892554012345,104.14220630787037,42.10728587962963
119.84196662808642,103.27238184799383,41.59289882330247
110.54664303626544,117.73070264274692,45.92772038966049
114.45455343364198,116.53399064429013,44.48370129243827
110.71967881944444,115.4257388117284,46.5488387345679
107.12597029320987,115.7455290316358,46.31621238425926
125.54591724537038,104.28936487268518,42.33010368441358
102.3024609375,112.76088686342592,49.369139178240744
123.27056520061728,105.40837577160494,39.608373360339506
109.07021942515432,114.57251639660494,47.23404562114197
117.62410542052469,104.97359616126543,43.64968942901235
108.86310426311728,116.6924286265432,46.43718653549383
102.97932918595679,114.46352092978395,48.61804012345679
107.28539496527777,114.56288773148148,47.37422839506173
117.25690297067901,108.06405526620371,43.574860628858026
114.33819733796297,102.18311728395062,43.410093074845676
123.15366898148149,105.0716227816358,41.295483699845676
107.47414882330247,115.30345341435185,46.395758101851854
101.42446180555555,112.07717399691359,48.0525
116.82863088348765,103.68863136574075,44.74723620756173
107.52929928626543,114.59019724151234,45.61088155864198
117.371104841821,107.34788290895062,44.56309558256173
112.85635368441358,116.91934220679012,44.357236207561726
122.8523114390432,105.83202449845679,39.977552083333336
106.34532937885803,113.6619671103395,48.32735725308642
110.97369984567901,117.5425675154321,48.178707561728395
109.25228443287037,115.18488329475309,48.23012924382716
109.86300347222222,117.18279755015432,45.004131944444445
109.08054301697531,100.56678867669753,48.045078125
112.54826099537037,114.48789158950618,50.393287037037034
113.59692370756173,114.82308786651235,43.17030864197531
100.74072868441358,109.51357011959877,51.828820891203705
116.48350260416667,106.07249758873456,44.84814814814815
99.09918595679012,111.4826171875,52.45128520447531
98.20567804783951,110.28505883487654,52.64866898148148
107.14897521219136,114.12657648533951,47.404895833333335
108.16370997299383,114.40453076774692,45.4954793595679
115.98186149691358,101.55491415895062,43.0925496720679
113.4329933449074,112.03894386574073,43.06932484567901
111.26050588348765,100.67628182870371,46.681360918209876
108.4736969521605,114.59531442901235,48.47587287808642
101.99224537037037,113.18104890046297,50.20406539351852
121.22272907021605,106.86564670138888,40.931772280092595
98.96262876157408,112.1075072337963,51.472862654320984
103.37571903935185,112.4033559992284,49.915242091049386
119.71973234953704,102.34387490354938,41.77503472222222
110.28693479938272,114.98701195987654,48.1944034529321
116.60243682484568,113.51622058256173,45.75597077546296
121.87648871527777,105.1137606095679,40.58429976851852
98.7699855324074,110.9989949845679,50.484094328703705
102.12920669367284,114.89512345679012,46.03550588348765
115.15143663194445,117.03944637345678,45.26385513117284
117.96252652391975,106.79683400848765,44.720238233024695
114.87968074845679,116.64723234953703,45.92918788580247
114.92166666666667,101.14518229166667,43.095571469907405
97.23141734182099,110.70610146604939,50.32473283179012
99.08152777777778,111.10193383487655,51.51968798225309
118.69463300540123,119.20326147762346,47.87810426311729
102.16294560185185,112.01605227623457,49.16565441743827
102.16460503472223,110.56692274305556,53.155081018518516
120.10512635030864,101.58328028549383,40.71305121527778
103.44571469907407,119.0723794367284,48.03640769675926
101.53180989583333,112.37686680169753,50.46982831790123
105.26302854938271,115.98742525077161,45.89820842978395
99.68690586419753,112.10326051311728,51.46127555941358
118.78036554783951,101.95102430555555,44.61699893904321
116.74407359182099,104.34861593364198,44.52319396219136
106.96381269290123,113.31840615354939,48.16553047839506
109.60557581018519,114.22220727237654,47.38471498842593
106.39135127314815,114.71456597222222,48.030248360339506
99.39114679783951,110.85704475308641,51.90476321373457
114.18594859182099,115.74199797453704,45.74137683256173
111.8059514853395,116.46530574845679,44.99892361111111
119.95765190972222,102.66465133101852,41.172219328703704
108.34036554783951,114.35901475694445,47.5055541087963
99.07447000385802,111.50926311728395,48.6383415316358
119.86261574074074,99.83264805169753,40.971187307098766
109.41882089120371,118.15712770061728,48.04486689814815
100.55779176311728,112.16136574074073,51.84207899305556
108.82766155478394,116.59264130015433,47.06998360339506
102.35016155478395,112.59451581790124,47.94406394675926
99.63175829475308,113.12501543209876,51.47734519675926
118.46156684027778,106.42514756944445,43.10999903549383
112.08210262345679,115.53493730709877,47.31160493827161
116.26568045910494,113.98520206404321,45.93223910108025
120.09045958719136,101.75502459490741,41.52284963348765
119.36906105324074,107.34215277777778,45.114254436728395
121.35577305169753,102.97503713348766,41.71771701388889
120.03889274691358,104.11556327160494,46.43624517746913
105.06508584104938,112.87570023148149,47.581147280092594
106.02295765817901,113.02290316358025,46.15075665509259
107.09982445987654,114.84979841820987,48.71847270447531
118.51094328703704,110.65272038966049,43.14061390817901
123.88042486496913,108.20648196373457,43.91238088348766
118.85495129243827,105.6884408757716,42.733788580246916
95.10753520447531,106.43589506172839,50.31398003472222
111.96509018132716,117.77738570601852,46.60277826003087
119.51814429012346,112.4316796875,42.4825284529321
119.41690441743827,100.96023871527778,42.620951967592596
124.86272762345679,106.83642891589506,42.835522762345676
117.07063126929012,116.98953173225308,45.52423900462963
96.73858796296297,108.93481288580247,52.55230709876543
113.1135440779321,115.52322337962963,45.7048828125
109.70547357253086,117.31947241512346,48.26198736496914
118.04991319444444,104.9199252507716,44.862027874228396
115.0699749228395,104.56200569058642,43.36903790509259
115.05422357253086,116.07337770061729,44.06436487268518
118.76332802854938,105.28542486496913,42.29732494212963
110.78133005401234,116.76635850694444,49.412718942901236
120.04756558641975,101.59421971450617,39.44403549382716
108.31893084490741,116.70787422839506,46.29923852237654
116.81277295524691,108.72187644675925,44.99258101851852
117.35203414351852,100.48588204089506,45.04110001929013
108.97332417052469,113.83776331018518,49.218221450617285
116.6570100308642,105.20125,44.9157243441358
114.6943856095679,101.00670669367284,43.62940489969136
97.70045958719136,109.97462625385802,50.35792631172839
112.72369646990741,114.98387345679012,49.17921440972222
108.56284529320988,115.7697265625,46.03450810185185
114.04571325231481,103.9290017361111,41.82810040509259
97.75312258873457,109.57082995756173,51.266851851851854
105.44899884259259,112.18772472993827,44.799495563271606
123.77066695601852,104.47921296296296,39.49906394675926
112.95217833719136,116.75064091435185,45.50956211419753
119.63434268904321,106.6471947337963,45.325625
106.13336950231482,112.41658082561729,49.873515625
116.57150752314814,105.25873505015431,45.74009837962963
116.247432966821,106.9730290316358,43.928112943672836
123.77751012731481,103.33344618055555,42.67299238040123
104.12808352623456,111.20237027391975,52.48830150462963
121.54979986496913,104.02165557484568,38.92096113040123
96.69759403935186,109.541629533179,49.9736506558642
116.60623312114197,104.26672887731482,44.30930169753086
98.19043547453704,114.15222173996914,45.40730613425926
106.81046875,114.13336033950617,47.022611400462964
112.88303819444444,116.10253616898149,45.040731095679014
118.71049961419753,99.02191936728396,41.356370563271604
116.48135561342593,105.3579827353395,44.55348668981482
99.5588850308642,112.73700810185186,51.03114631558642
119.67363184799383,108.90591531635802,43.91997829861111
107.32310088734567,112.16785638503086,45.16499228395062
121.53528597608025,102.19608458719136,41.22517505787037
102.2423297646605,112.23666280864198,51.34521701388889
96.50152150848766,110.08095148533951,54.22787856867284
106.24493730709877,110.56807629243828,45.95368634259259
121.27638358410493,103.66950135030864,41.5816227816358
109.83903260030864,116.0262321566358,46.832281539351854
120.29779417438272,102.00099295910493,43.880127314814814
115.49433207947531,98.43141782407407,44.1004721257716
117.14166763117284,107.19270158179012,44.26332802854938
107.357137345679,114.86259837962963,46.77110532407407
105.29614872685185,113.78481722608025,43.88131655092592
99.51037519290124,109.14906491126543,49.14501302083333
117.89266059027777,106.74723572530864,44.767968267746916
118.01079957561728,99.99360580632717,40.8512003279321
123.13826195987654,103.75852092978396,42.206019000771605
99.19693287037038,110.92202980324075,52.72839795524691
117.08815586419753,108.77090711805556,44.87329378858025
109.36113859953704,115.94521170910494,46.49251639660494
116.42888358410494,102.20144434799383,43.438595679012344
112.78361352237654,115.87206548996913,45.9884056712963
104.50102768132716,114.61730034722223,46.18307243441358
114.02261574074075,104.69620900848766,42.13885223765432
118.13268759645062,101.38091001157407,44.190213638117285
120.48945457175925,105.05936053240741,40.50793499228395
120.75862364969136,101.1927097800926,41.87140914351852
108.37759259259259,120.38577256944444,45.0963459683642
117.32296923225309,97.10664641203704,38.59943769290123
125.15104214891976,105.24588734567901,41.45816840277778
99.01686390817902,111.19177806712963,50.125916280864196
97.05370659722222,109.99380594135802,51.25513261959877
116.59455777391975,116.40988811728396,43.487404031635805
121.46582947530864,103.31125096450617,41.326897183641975
110.92441936728395,117.33220968364198,45.086352237654324
101.4348861882716,111.58969666280865,51.49374180169753
107.78969810956791,115.71245225694445,46.29249180169753
116.31610098379629,116.91576485339506,44.07879677854938
104.00951774691357,113.99559172453704,51.592054880401236
122.18675057870371,102.43637876157408,38.81787856867284
104.59966097608024,112.34099344135802,43.45934413580247
114.96838686342592,114.30173996913581,46.137611400462966
111.08947241512345,114.03319010416666,42.22418016975308
112.78649064429013,115.79154272762345,45.96152584876543
110.42975694444445,115.95869116512345,45.73331790123457
101.3449826388889,112.57306278935185,50.53653452932099
112.88326871141976,114.24979890046296,47.34671103395062
122.4936366705247,99.37304976851851,40.2841902970679
102.48045090663581,113.99620418595678,49.028974247685184
103.23627604166667,114.56421199845678,47.20654079861111
108.10366608796296,114.97044945987655,46.3392756558642
108.89955198688271,116.20401089891975,46.514932966820986
105.22062548225308,114.8077768132716,50.17183159722222
105.63693383487654,112.7808309220679,48.34396749614198
107.6638816550926,114.62661988811729,45.797883391203705
99.01468605324074,112.31691309799383,52.73343846450617
117.63911554783951,107.89164207175926,44.37938512731481
98.64797260802469,110.03808690200617,52.288163580246916
106.9461043595679,114.38315200617284,46.96221547067901
118.43338879243827,103.74889756944444,38.88496817129629
117.8851099537037,109.71929591049383,43.148886477623456
118.73040991512346,107.43525414737654,46.13662856867284
110.18294608410494,114.49387201003087,48.67747202932099
115.53246527777777,105.4424040316358,45.79657600308642
95.8070167824074,107.3388532021605,53.27660686728395
106.2360334683642,117.45063609182098,47.277595003858025
100.8858772183642,109.06997106481481,52.10908082561728
107.31442949459877,114.8633270640432,47.35859133873457
115.53293595679013,106.37927565586419,45.74545331790124
111.79563078703704,115.3681534529321,46.71782069830247
98.43005160108025,111.36575183256173,51.03427758487654
119.59330536265432,107.13924913194444,42.81475356867284
109.75357494212963,113.55642602237654,45.647667341820984
97.94899257330248,111.57221788194444,51.415166859567904
97.39286410108025,108.13592399691358,49.689484953703705
116.1697371720679,104.98527536651234,48.158805941358025
112.45263213734567,115.99922309027778,48.23991030092593
119.11732735339505,109.35557195216049,43.3758309220679
108.96205729166667,111.24707127700617,45.5687393904321
118.61476948302469,106.50078993055556,43.73529224537037
108.73960744598766,114.62098524305556,46.36244984567901
112.05056134259259,100.9447048611111,46.44261188271605
109.81456114969136,115.03438753858025,46.53131992669753
104.52654079861111,114.29660542052468,43.86843315972222
123.17743730709877,104.85569540895062,38.97445360725309
124.66343219521605,106.52161844135803,43.13806134259259
112.51899016203704,118.78568142361111,48.205897472993826
119.35473765432099,100.0405787037037,40.954810956790126
115.52485773533951,119.65908902391975,44.86065972222222
107.62859375,115.50509355709876,45.84921778549383
104.26703317901234,116.0446942515432,48.75888406635802
122.32274450231482,103.5537890625,45.05364631558642
104.5050496720679,111.85834780092593,49.65837046682099
110.91956452546296,115.97390866126543,49.979327256944444
119.59286072530864,108.67854456018519,42.51614245756173
112.67293499228396,114.13985677083333,43.731319444444445
111.17808979552468,114.51087625385803,47.322375096450614
120.37977141203703,102.91072482638889,42.112130594135806
110.68108410493826,114.66673080632717,48.44232783564815
117.5677874228395,104.45924189814815,43.770698302469135
105.78830873842593,114.65670235339506,46.940910011574076
109.55015190972222,117.8110296103395,45.280298514660494
114.47082947530865,121.71136959876543,46.33764998070988
121.9206992669753,106.8568677662037,41.13452353395062
113.30047501929012,115.37285638503086,46.723757716049384
119.5249932484568,120.5566975308642,46.704875096450614
118.5085117669753,101.66362847222223,38.75272521219136
118.77546537422839,97.71189621913581,38.432259355709874
108.70729118441358,115.5842616705247,46.84572337962963
99.55791763117284,110.725926408179,52.292111304012344
121.22773292824074,105.44795958719136,42.01161699459877
113.34041425540123,104.81300057870371,48.426416377314816
118.30893759645062,109.08107301311729,44.31648148148148
123.34738570601851,102.04184606481482,41.200234857253086
104.71011670524692,113.66212962962963,47.003651138117284
120.80615885416667,101.88040943287037,41.886738040123454
119.53670717592593,107.9694280478395,42.699341724537035
116.39839602623456,107.78249373070987,50.53927517361111
120.35018277391976,105.97463252314814,44.495743634259256
110.03164351851852,114.82494454089506,46.68927854938271
119.53262876157407,110.36418885030864,43.045747010030865
96.45382523148149,107.27308207947532,51.58202015817901
108.5423263888889,115.74313802083333,46.086472800925925
113.07689911265432,101.64435281635802,43.49481674382716
119.07166232638889,108.91735001929013,43.03960407021605
122.79294801311728,101.27555652006173,39.98202787422839
118.45604793595679,106.70562692901234,43.307729552469134
107.64315104166667,115.29170958719136,46.22642361111111
119.54823254243827,100.83423900462962,41.39369405864198
105.81453800154321,113.84930989583333,49.49613763503086
113.60853587962963,116.84148871527778,45.98247058256173
117.76584635416667,104.84271026234568,42.96979697145062
109.85401379243827,114.14532407407407,48.13780237268519
122.34883391203704,104.59741753472223,39.1165234375
126.90082947530864,107.76734423225308,40.35696807484568
116.8220206404321,118.18381076388889,44.544460841049386
99.4550038580247,110.69855661651235,51.141372974537035
99.50590422453703,111.05507426697531,51.965462480709874
121.03908950617284,99.98335648148148,41.88907600308642
101.7478944830247,112.47763647762346,49.61226080246914
102.67698398919752,113.5159307484568,50.39999565972222
115.00623842592593,117.68155960648149,44.09733555169753
115.49186873070988,115.93635802469136,44.71508391203704
116.72877266589506,114.66922405478395,46.11821132330247
119.41167920524691,99.4760869984568,39.81409625771605
119.61215615354938,102.34719135802469,42.06058979552469
121.49283227237655,100.76738184799383,41.7879402970679
103.60984230324074,111.0696267361111,46.73784336419753
117.67661892361112,106.32764515817901,45.09434172453704
103.16579330632716,114.70697337962963,47.40393663194445
98.1100139853395,112.50591676311728,50.997734857253086
120.90525462962962,101.71695360725309,41.42255015432099
112.24912905092593,113.76881944444445,46.436978202160496
91.48618296682099,104.47925829475308,52.20472511574074
100.83738329475308,110.3146450617284,50.655210262345676
122.67000241126543,100.17574652777778,40.40523148148148
119.01171585648149,109.67353829089507,43.110487075617286
115.29933256172839,107.86648582175926,42.63539158950617
110.67925202546296,114.53454330632717,47.115402199074076
109.65650655864198,115.32923080632716,45.9925
106.83764033564815,120.19523292824074,46.04009114583334
114.83760513117284,118.55689863040124,44.376211902006176
112.65978153935185,101.95679591049382,47.932084780092595
110.43959924768518,113.71687355324075,48.45351080246913
123.6634201388889,103.71473476080247,38.03353250385803
105.17656298225309,113.4990272955247,50.92078510802469
116.99733699845679,107.12992959104939,46.00469280478395
122.5085797646605,105.6666232638889,39.99841001157407
99.0085797646605,112.55477719907407,50.626247588734564
115.18128761574074,116.03935281635802,44.78992814429012
111.25447386188272,115.93223620756173,49.06909384645062
107.94044945987655,115.24353105709876,47.21189429012345
93.62242573302468,107.39874614197531,51.94403549382716
121.15078703703703,100.40242573302469,41.287148919753086
111.63729021990741,111.56548900462963,46.560317322530864
113.07238040123457,115.66194347993827,46.874064911265435
118.34070167824073,99.40781732253086,43.95874710648148
118.50814139660494,102.16946421682098,41.92076919367284
109.89582609953703,114.08646460262345,47.88076099537037
117.9283381558642,107.73546826774691,43.41322675540123
108.86134596836419,118.3201774691358,44.66930217978395
101.22733892746913,111.46302710262346,49.87968364197531
110.70254822530865,101.82715470679013,46.61889708719136
119.49316936728395,120.04771508487654,40.647028356481485
98.27265046296296,110.69320023148148,51.028517554012346
121.14043354552469,101.11253086419752,37.80237364969136
110.23777874228395,115.35690538194444,48.687250675154324
111.77174189814815,113.09650704089506,44.19058449074074
96.52448254243828,108.6370452353395,50.67933015046296
122.46366367669754,107.66254822530864,44.70715229552469
118.38239390432099,105.98734471450618,43.75270736882716
115.7249286265432,118.86250578703704,45.49701822916666
117.79919463734568,118.69202739197532,47.22197048611111
114.10415412808642,116.44384355709876,46.254846161265434
100.0197690007716,111.99516589506173,49.950475019290124
114.96411024305556,116.82763792438271,45.79137876157407
118.54859278549382,103.50461805555555,44.3985903742284
115.34347608024692,115.0763030478395,45.272026427469136
114.49328944830246,102.3277092978395,42.46907503858025
118.33512683256173,105.22144772376544,44.254159432870374
123.63893132716049,103.33554157021605,44.22494888117284
117.03892505787037,104.87622926311728,44.01394675925926
117.9584693287037,106.49314429012345,44.13859953703704
118.13649209104938,107.2282667824074,43.281289544753086
99.42010223765432,110.43421296296296,51.22518422067901
118.22274980709877,109.2793364197531,43.4844888117284
98.76123408564816,109.90852334104939,52.03758921682099
117.26711371527777,107.20485001929012,43.4733950617284
104.90509403935185,116.82905430169752,44.981004050925925
122.4748297646605,105.78782262731481,39.011532118055555
118.04437548225309,100.12305459104938,44.919917534722224
123.59592013888889,104.73008391203703,39.307080922067904
115.80499421296297,103.78034481095679,42.3225284529321
123.28504677854939,106.76771556712963,39.618625096450614
117.43775559413581,119.80512008101852,47.42613425925926
119.12081886574074,107.1757638888889,42.86005304783951
108.08840808256173,113.44423804012345,47.75545958719136
116.03012297453704,105.03384355709876,47.98121383101852
122.95227816358025,101.59369454089506,40.25423321759259
104.76099488811728,111.6123046875,46.21766300154321
109.63865403163581,115.25456500771605,48.43633342978395
115.80027440200617,107.1306602044753,46.27725356867284
117.82643759645062,106.95419897762346,43.98189525462963
116.1187360146605,106.0409514853395,45.451071566358024
116.32723138503087,104.56383632330247,44.90291087962963
124.8251986882716,107.1332706404321,43.46914496527778
122.70206548996913,105.50108121141976,42.221796875
116.26732445987655,100.52448640046296,44.82055073302469
117.6076277970679,106.98894048996914,44.03670283564815
119.91821903935185,104.27166039737655,41.452375096450616
101.97956018518518,113.3817544367284,48.52521556712963
115.99864920910494,106.53879050925926,43.20354986496913
118.53531105324075,110.6800959683642,43.84577160493827
115.18863956404321,103.3639805169753,42.38477044753086
111.02819733796296,113.0384090470679,43.882562210648146
121.34316454475308,102.0970809220679,40.20874228395062
109.12336853780864,115.13052758487655,49.15787519290124
103.80318045910494,112.42274064429013,49.99476466049383
119.18123505015433,100.76287760416666,39.73069685570988
113.62782021604939,117.78236545138888,45.508743730709874
97.97548514660494,111.66291473765432,51.22235339506173
96.00200858410494,110.52399353780864,51.91656828703704
122.00119888117284,104.29350405092593,38.55175877700617
121.01344280478395,98.9903052662037,39.62571228780864
105.0253303433642,112.48729841820987,48.838047839506174
118.97870515046296,106.77891396604939,42.28347270447531
112.57803481867283,116.07350163966049,45.37207224151235
121.66524739583333,105.34459008487654,43.537054880401236
112.60482445987654,117.15691454475309,44.84957706404321
112.91804880401234,115.14657021604938,46.018050733024694
120.77726417824074,105.30243634259259,40.03111979166667
109.13007716049383,114.76654031635802,47.67061824845679
105.11610339506173,111.71503520447531,46.812471064814815
99.76088831018518,111.50991849922839,49.894096739969136
109.9967399691358,113.31358169367284,45.44086853780864
97.36396942515432,110.38931134259259,51.24838493441358
119.02819058641975,97.59869598765432,40.36322627314815
124.9743643904321,109.07243586033951,40.15106143904321
103.17555025077161,114.49335551697531,47.352493730709874
120.64760464891975,101.58144290123457,39.288321277006176
116.62728829089507,105.13146122685185,44.46956500771605
113.84611448688271,95.90260754243828,42.618405671296294
100.59323398919753,111.14301938657407,51.745299961419754
115.51249710648148,117.68694685570988,48.97529803240741
118.32332561728396,101.5990374228395,42.023144290123454
107.35949074074074,113.26887297453703,46.06479697145062
119.41969618055556,101.22011911651235,42.30303337191358
100.18125771604939,108.77376494984568,49.21453221450617
115.28298466435186,116.54668258101852,45.35224826388889
122.77622829861112,108.49118730709877,39.6326350308642
94.4629721257716,107.99944444444445,51.706886574074076
112.78148148148148,117.9978337191358,44.73516637731481
124.32393084490741,105.7314380787037,43.18689766589506
108.58390528549383,112.50575135030864,48.11345052083333
110.29299093364197,117.24758825231481,44.80855999228395
115.21365644290124,117.04939091435185,45.269124228395064
114.37614776234568,101.90452546296297,47.818456790123456
114.18961805555556,116.72516251929012,43.96478877314815
122.27923032407408,99.73080005787037,39.73121527777778
113.70448784722223,100.18458333333334,43.09919801311728
115.8348369984568,96.27720486111112,40.270979456018516
111.27051601080247,114.64460889274692,47.34874373070988
118.7542259837963,101.70582079475308,44.50254581404321
114.77345920138889,114.61774546682099,46.24217062114197
111.27358024691358,118.07609133873457,48.91420042438271
116.96805217978395,104.01236593364197,43.76642650462963
108.66687982253086,118.62044608410494,47.53601176697531
102.52079571759259,117.34222415123457,46.28734953703704
112.36072289737655,103.91089023919753,48.945427758487654
110.64869936342592,119.86674575617283,47.56871865354938
108.2176808449074,112.17326919367284,43.373320794753084
103.23352044753086,112.24672791280864,43.96111979166667
121.60368007330247,102.28879581404321,40.71062885802469
107.24832851080247,113.47784047067901,47.15728732638889
122.18629147376544,103.51824990354939,38.43932243441358
116.70797067901235,95.53118055555555,39.04602671682099
117.08858121141975,103.74775028935186,44.691220582561726
122.49572145061728,105.96487316743827,43.60913917824074
123.22436535493827,106.51829812885802,40.88729166666667
103.35623456790124,113.40362027391976,49.66218460648148
99.59516734182098,110.3098292824074,51.43960407021605
121.95475935570988,105.46628472222223,39.837036072530864
98.73845920138889,110.79995466820988,50.409125192901236
111.6279224537037,116.26855758101851,45.29064814814815
114.40257619598765,114.22970437885803,44.91330536265432
123.81364149305556,111.89058111496914,44.118653549382714
115.47726128472222,116.60425154320987,45.11688175154321
98.32701244212963,109.27689573688272,52.322015335648146
116.29941984953703,115.89655623070988,45.69558979552469
102.95019675925926,115.03963686342593,48.6956640625
112.16931037808642,102.02557098765432,49.788655478395064
106.94006558641975,114.35091049382716,43.48205005787037
118.37219473379629,119.47125868055555,46.9037962962963
108.11386574074074,113.49412181712962,48.896236014660495
117.75439236111112,110.07921778549382,43.92653018904321
113.10779610339506,115.32967062114197,47.10215036651235
110.04011284722222,115.88453703703703,45.858968942901235
115.88481819058642,117.09578559027777,45.61193865740741
104.86163194444444,116.32980661651234,49.086057581018515
118.07097029320988,104.99973668981481,43.43779851466049
102.80976128472223,111.29892505787036,45.95506606867284
124.15400173611111,104.00237750771605,41.618264371141976
116.0155931712963,104.84647280092592,43.30385513117284
105.47834394290123,114.1519815779321,47.29538917824074
107.2658839699074,115.65870997299383,46.228148630401236
111.75782841435185,115.57851803626544,44.60859664351852
112.0481177662037,114.17362750771605,45.98527247299383
105.7405859375,112.28658950617285,48.753020351080245
105.49806616512346,114.95537471064814,47.90097945601852
114.93888406635803,115.31163097993827,46.83229552469136
99.83617766203703,112.13120949074074,52.37924672067901
122.65135416666666,103.17916473765432,38.60838638117284
108.45476321373457,113.6523509837963,46.851588541666665
115.46684895833333,114.49374855324074,46.304375
102.32901668595679,111.93176890432099,50.56466049382716
107.34282744984569,115.18422743055555,46.485322627314815
117.81871190200617,102.52061728395061,42.60652633101852
112.14475356867284,116.7413102816358,44.622035590277775
99.73403018904321,111.42056954089506,51.11402681327161
112.23046248070987,118.77933352623457,47.35997974537037
110.53840229552469,120.90903163580246,46.683746141975305
109.29730661651234,117.0737784529321,46.202503375771606
99.5639631558642,109.2006606867284,49.20427131558642
115.5304046103395,117.17070360725309,45.44479841820988
122.2912533757716,99.56876977237654,40.18227430555555
98.10471450617284,110.76072241512345,45.142240547839506
100.79563609182098,110.22217206790124,51.27791618441358
106.04298852237655,111.75906394675926,50.866877411265435
117.6106958912037,107.46313126929013,41.493054108796294
113.43631655092592,117.39293258101851,44.354053819444445
111.8045452353395,121.21188898533951,46.26495563271605
112.43229359567901,117.78194106867284,46.29048514660494
