,tnr0.996_th,tnr0.996_tnr,tnr0.996_precision,tnr0.996_recall,tnr0.996_f1,tnr0.996_fpr,tnr0.998_th,tnr0.998_tnr,tnr0.998_precision,tnr0.998_recall,tnr0.998_f1,tnr0.998_fpr
0,1.0,1.0,,0.0,,0.0,1.0,1.0,,0.0,,0.0
